Genes,GSM844492,GSM844495,GSM844497,GSM844499,GSM844501,GSM844503,GSM844505,GSM844507,GSM844521,GSM844522,GSM844523,GSM844524,med_value
EGFLAM,-0.058281538,0.033900506,-0.026656445,0.064656716,0.020585725,0.010426076,0.020316797,0.059643889,0.080855931,0.003909588,-0.027828275,0.021496755,0.020451261
DMRT3,-0.047169252,0.020048594,0.216649388,0.120395828,-0.270913097,0.254757058,0.177263436,-0.004026517,-0.117961102,0.045175165,0.020795806,-0.014550128,0.0204222
NGFR,0.347293042,-0.15887502,0.002473797,-0.281764722,0.047893755,0.026933728,0.202589568,0.118732835,-0.2141772,0.012332942,-0.156525077,0.144151219,0.019633335
SOX7,-0.029727269,-0.000819957,-0.060632027,-0.009654171,0.032238872,0.04886011,0.041523845,0.061386239,0.006829489,-0.017921595,0.035796168,0.073943404,0.019534181
EGR4,0.045628376,-0.053149631,-0.013312374,0.028965847,0.035662816,0.126057234,0.107979732,-0.087040694,0.011396253,0.027315755,-0.006427325,-0.152613026,0.019356004
PTH1R,-0.034480762,0.015879505,-0.036662908,-0.01015276,0.038166611,0.026408775,0.028672711,0.022453682,-0.002532497,-0.000827387,0.0368844,0.025367055,0.019166594
BRINP2,-0.024648573,0.08278741,0.021682158,0.017236401,0.034593065,-0.028419802,0.014820002,0.027647583,0.020736511,-0.035998196,0.085550617,0.01553142,0.018986456
CD40,-0.017749113,0.166956997,-0.022513667,0.031861921,0.016835359,0.037861943,-0.008234215,-0.009784682,0.105651922,-0.006504812,0.078343657,0.021192329,0.019013844
CCDC33,0.023265753,-0.094216123,-0.091483256,0.010837166,0.040073908,-0.063919338,0.072538586,-0.050837393,0.138701799,0.025858074,0.014250662,0.02656425,0.018758208
NEUROD1,0.002415559,0.063972392,0.102520255,-0.041663158,0.123802621,-0.077385202,0.017775012,0.063330484,-0.083761085,0.019574147,-0.031487112,0.067773851,0.01867458
EPHB3,-0.006587015,0.02988088,0.008759089,0.020029347,0.014493278,0.021635746,0.004180657,0.017454774,0.028133747,-0.022478851,0.022312008,0.022769762,0.018742061
HOXD9,-0.006380495,0.018874326,0.04662897,0.037925362,0.002019906,0.011732549,0.017937104,0.026553039,0.00839584,0.027339691,-0.004081893,0.01924096,0.018405715
SLIT1,-0.039413361,0.069664613,0.015248021,-0.02582923,-0.087468735,0.009879455,0.021040739,0.123689769,0.100503019,-0.12477741,0.11539232,0.085010303,0.01814438
SPR,0.014098727,-0.137165171,-0.035105286,-0.140888592,0.125780454,0.058627097,0.096469392,0.054186808,-0.017316394,-0.128837979,0.050438212,0.021868493,0.01798361
NTF3,-0.012204516,0.017560038,0.038058047,0.005329571,0.01821236,0.023095811,0.033089221,0.016254011,0.024840275,0.004600833,0.038548035,0.015564337,0.017886199
DBX1,0.080256282,-0.087612085,0.017138666,-0.06645723,0.016807683,0.142371549,-0.049894019,-0.039736804,0.04681926,0.042486129,-0.070247856,0.118716937,0.016973175
ATOH8,0.070103875,-0.024099951,0.015109459,-0.004774776,0.022248179,0.018613602,0.049397643,0.0491257,-0.056385112,0.02709094,-0.012322777,0.009818446,0.016861531
SPAG6,0.014527246,-0.027253519,0.018430975,-0.00417514,0.020894671,0.026049326,-0.008723978,-0.041812585,-0.06328319,0.024225696,0.029945246,0.026978727,0.016479111
CACNA1E,-0.024284648,0.043873242,0.021916481,0.042604569,0.05254123,0.041314924,-0.01066827,0.010812514,-0.028229917,0.027274002,0.001106588,-0.020319071,0.016364498
ZIC4,-0.092540594,0.111932272,-1.033930894,1.691089562,-0.28037162,0.127222097,0.37665838,-0.305558706,0.253319873,0.395410091,-0.080309812,-0.384519871,0.01581123
CLDN9,0.014673525,0.017006684,0.001556502,0.024407442,0.029198922,0.035227402,0.002087768,0.023162276,-0.007109866,0.085638633,-0.013651746,-0.006170512,0.015840105
DMBX1,0.087016926,0.140785055,0.00598862,-0.107835764,-0.200076298,-0.13591943,0.028970291,-0.031039984,0.067374939,0.024293074,0.153710497,-0.028617263,0.015140847
TNNT2,-0.02115673,0.049196591,0.033051364,0.021750957,0.01187976,0.00706921,0.009704664,-0.005923903,0.02867688,0.024321083,0.018179035,-0.002239227,0.015029398
ALDH1A2,0.019533537,-0.004838421,-0.00108574,-0.004426042,0.016210935,0.014170473,0.015868168,0.034149717,-0.00489474,-0.005181905,0.019301912,0.035996022,0.015019321
NKX3-1,-0.026303936,0.008603718,0.143242902,0.080532268,0.074998657,0.021458459,0.000639708,0.076417929,0.003777417,0.101956436,-0.045306725,-0.04125825,0.015031089
MEIS3,0.081556998,-0.108873218,0.007191455,-0.061812487,0.003402866,0.077907257,0.02405151,0.001552231,-0.040283301,0.025344693,0.037916076,0.022576458,0.014883957
PRMT8,0.026508226,0.069019033,-0.012385905,-0.020224199,-0.036820275,0.024191707,0.029227429,-0.006972718,0.062144334,-0.016629881,0.005485528,0.063106594,0.014838618
SOX21,0.017980762,0.023262145,0.009099945,0.01564725,0.01384314,-0.019891095,-0.008358538,0.032952429,0.038582587,-0.021936041,0.053753885,-0.025606056,0.014745195
EVX1,0.045041841,-0.101705312,0.157421132,0.229776453,-0.077136581,0.001645183,0.07528388,-0.284415414,-0.145529687,0.138224291,0.02748709,-0.112938721,0.014566137
WNT7A,0.033976487,0.001685997,0.036870849,0.003350531,0.007175576,0.044937106,0.027459453,0.022081985,-0.035663118,0.045246074,-0.00210862,-0.011952902,0.014628781
GRIN2C,0.036201125,0.005704126,0.033759852,-0.028041947,0.024102804,0.022938707,0.008505637,-0.015379086,0.012112907,0.036576423,0.016960008,-0.043256118,0.014536458
FRMD4A,0.011385229,0.007319946,0.005209971,0.012687295,0.027718762,0.024458197,0.024897226,0.02728909,0.009816434,-0.042050039,0.015494198,0.019436049,0.014090747
FZD10,-0.008968141,-0.006771866,0.003005741,0.040469859,0.038917037,-0.028868591,0.080249661,0.033832831,-0.066991514,0.008700756,0.020030792,0.019327247,0.014014002
ACTR5,0.02249276,0.015132282,0.043255913,0.0264941,-0.03203012,0.012619322,-0.011699694,-0.028105606,0.023214387,-0.013430951,0.028276106,-0.028087356,0.013875802
SSTR4,0.010947465,0.016391997,0.01840897,0.086766164,-0.048146219,0.129476739,-0.030786203,0.073835176,-0.01481806,0.053237617,-0.0513815,0.00679908,0.013669731
SERTAD4,-0.024535233,0.026307774,-0.013853466,0.003557291,0.024681931,0.019076185,0.0174181,-0.002912948,0.025084655,0.009583655,0.024165922,7.82E-05,0.013500878
ZFHX4,0.002092362,0.002311274,-0.021050211,0.006095342,0.023112024,0.031603788,0.024503637,0.044517372,0.004235154,-0.012506038,0.020473503,0.066308862,0.013284423
ANKRD1,-0.013781893,0.019348245,0.013448599,0.004925153,0.021977409,0.015069893,0.01323427,-0.007943554,0.013075848,-0.015633132,0.0171984,0.003348739,0.013155059
ADRA2C,-0.052192912,0.016100951,0.014514148,0.081842282,-0.172092462,0.083613812,0.011874346,-0.005893344,0.017115073,-0.014769722,0.046137201,-0.013786567,0.013194247
VPREB1,0.003575057,0.022928701,0.053447609,-0.00148885,-0.069617316,0.031122241,0.036678511,0.016134526,0.004197664,0.054807008,0.009968122,-0.05216045,0.013051324
NTSR1,0.003526554,0.02259459,-0.0046717,0.022567856,0.029702978,-0.055809009,0.069084901,-0.021709604,-0.058182486,-0.003858835,0.060522821,0.066420885,0.013047205
TNNI3,0.041093693,-0.046415648,-0.003494509,0.016764433,0.032783887,0.000992834,-0.042829623,0.076032754,0.024649188,0.133934326,-0.043402214,0.009241433,0.013002933
ESX1,0.031758824,0.002750238,0.033550926,0.022154519,-0.06677378,0.063094157,-0.020632694,-0.119211534,0.051310352,-0.011583845,0.067542682,-0.045695214,0.012452379
CYP26B1,0.077489051,0.062741466,0.009123337,0.015246634,-0.171266492,0.057593576,-0.137894823,-0.06040132,0.059176532,-0.014390567,0.007596534,0.119332349,0.012184986
NPTX1,0.312111754,-0.120090699,-0.080599026,-0.012909234,0.25839747,0.112813797,0.037007947,-0.118334574,-0.178761975,-0.130512601,0.254386649,0.205974572,0.012049357
COMMD3,0.001357643,0.011376048,0.007395323,0.004913391,0.019649859,0.013849588,0.017681625,0.00161503,0.012663482,-0.003232487,0.016817904,0.015583683,0.012019765
KCNA2,0.065220041,0.013297884,-0.035113778,0.010429229,0.017680418,0.028934759,-0.021291405,0.093695376,0.006085613,-0.00730743,0.124867113,-0.047217454,0.011863557
VGLL2,0.011421365,0.005955973,0.030450064,-0.001595617,0.000262824,0.038029929,0.019879053,0.026544045,0.012360295,-0.028192569,0.059187166,-0.053778439,0.01189083
FGF8,0.012458783,0.017409724,0.032933676,-0.00953489,-0.039896494,0.012768941,0.010710444,-0.079658488,-0.012693551,0.065076941,-0.030084111,0.028025664,0.011584614
PTF1A,0.07186127,0.002988378,0.019716555,0.444055233,-0.132553112,0.564285764,-0.145849312,0.075233849,-0.098863775,0.749519399,-0.062173383,-0.06813357,0.011352467
GPX8,-0.003348823,0.012056994,0.00392899,0.00534151,0.013127951,0.01196081,0.011614252,0.00648196,0.012257102,-0.01374885,0.013953518,0.011246591,0.011430422
C1QB,0.0075728,0.019017537,-0.025039216,-0.001460684,0.016026258,0.038188334,0.013340088,0.011144888,-0.001593855,0.010687006,-0.004201345,0.021636908,0.010915947
CD6,0.037291377,-0.051577728,0.017937009,-0.002623256,0.009706682,-0.005430929,-0.000101354,0.020548539,0.030887854,0.041439322,0.012143504,0.009028215,0.010925093
STC2,0.021994319,0.001811448,0.007808854,0.005555128,0.011635938,0.009898796,0.013475808,0.020287319,0.004148104,0.001722124,0.01404295,0.018940936,0.010767367
LINGO1,-0.084020102,0.025421232,0.351000821,0.124689591,-0.256691781,0.069836057,0.111536544,-0.22494325,0.009589706,-0.025845089,0.012018469,-0.088861099,0.010804088
SOX14,0.011884404,-0.022700222,0.024652406,0.005259388,0.009090315,0.008803219,0.049004884,0.016856462,-0.079642784,0.016519169,-0.006702631,0.056051437,0.01048736
TNFRSF12A,0.00940053,0.009160534,-0.008069033,-0.000936722,0.01725455,0.01798148,0.012995283,0.008775433,0.012480312,-0.000482374,0.024130925,0.011439779,0.010420155
CABP7,0.025660234,0.033998173,0.013463766,-0.033036434,-0.113475518,0.062187894,-0.042378525,0.021371363,0.018466102,0.007306373,-0.005356554,-0.08268047,0.01038507
SKOR1,0.124718367,-0.056452768,0.056488968,-0.122567173,0.105519307,-0.116033789,0.103191854,0.249220459,-0.035638925,0.147798598,-0.137512189,-0.067169531,0.010425022
HOXC9,0.086147981,-0.497016492,0.220368412,-0.042303734,0.023232486,0.172265084,0.113583714,-0.029586995,-0.002394664,0.142963715,-0.143979834,-0.191376726,0.010418911
SATB2,-0.06422019,0.234277795,0.08982497,0.061263058,-0.047491374,-0.083489166,0.11657141,-0.085853861,-0.00143197,0.227632646,0.021935026,-0.013864929,0.010251528
RFX4,0.072495289,-0.002842717,-0.10432194,-0.035252425,0.062641807,0.062440975,0.120043196,0.06206077,-0.375799695,0.023303526,-0.143988741,-0.097838435,0.010230405
SMARCD3,0.013316268,-0.004990426,-0.02349886,-0.00665201,0.00941786,0.010626471,0.024361366,0.011309461,0.001169672,-0.000837861,0.014909491,0.027775134,0.010022166
UNC5A,-0.114177416,-0.015219936,0.372823988,0.040008491,0.028080601,-0.008689495,0.159066311,-0.10324655,0.033830168,0.054622567,-0.118131032,-0.075475783,0.009695553
CACNA1G,-0.00729661,0.034519799,0.00891692,0.011218651,0.008846759,0.010953365,0.000483208,0.001523758,0.036383143,-0.015108676,0.01033951,0.013125688,0.009628215
LHX9,-0.193274254,-0.231027841,0.041570617,0.018135178,0.000950257,0.027133142,-0.205289379,0.097304744,0.103189639,0.216418987,-0.012416611,-0.049408859,0.009542718
SYT2,-0.135601807,-0.16811246,-0.209667186,-0.113608856,0.257369803,0.05614245,0.140075988,0.091347871,-0.037361014,-0.236813174,0.264633575,0.090086759,0.009390718
ZFP518A,0.016138741,0.009473334,0.007638543,0.009155671,0.013425529,0.008748552,0.009262921,0.014055764,0.007880443,-0.013788685,0.009384475,0.013425529,0.009323698
MUC3,0.014767404,-0.009004488,0.006515443,0.017711507,0.015607339,0.011802227,-0.000428508,0.013799798,-0.007884083,0.029002077,-0.005560552,-0.01042928,0.009158835
TJP1,0.014868973,0.006944522,0.004364137,0.008405093,0.010715718,0.008284153,0.008603856,0.010795994,0.009423027,0.004233262,0.00925255,0.009375293,0.008928203
C1QL1,-0.038653267,0.030873258,-0.018766424,0.005658319,0.012110353,0.015153302,0.016235941,0.012301924,-0.005903315,-0.006835175,0.000327563,0.067037298,0.008884336
HOXD12,0.00781929,-0.007722199,0.009775308,-0.002198479,0.041594651,0.02206614,0.03845704,-0.019465162,0.022649118,0.018587277,-0.011987807,-0.015783482,0.008797299
HOXC6,0.018402426,-0.082996163,0.032292273,0.00149898,-0.072579437,0.019794673,0.027481146,-0.064015699,-0.047765037,0.045126993,-0.119221245,0.015880245,0.008689613
SCUBE1,-0.020964459,-0.009373725,-0.022399509,-0.01243617,0.031642871,0.030691436,0.026525503,0.05680642,-0.013122992,-0.02428916,0.046749026,0.064520581,0.008575889
BARHL2,0.371981927,0.046768345,0.155802082,-0.134540468,-0.473559329,-0.461168969,-0.010450714,0.027588047,-0.059480148,-0.012712266,0.333298889,0.116189678,0.008568667
MKX,0.008077351,0.001389269,-0.00402972,-0.001120963,0.011157486,0.008636242,0.011735195,0.009600452,0.006998484,-0.004296151,0.013632628,0.009037253,0.008356797
MTHFSD,-0.01010141,0.007697677,0.010434531,-0.000754675,0.019903526,0.012601893,0.005990209,0.021669115,-0.009342973,0.009002718,0.012633292,-0.002835036,0.008350198
STK3,0.000670013,0.00897505,0.002191041,0.005999531,0.005417453,0.007500659,0.011089009,0.015226266,0.011769436,-0.014101397,0.015970604,0.015453462,0.008237855
BLK,0.163137632,0.040608912,-0.178834017,-0.016728273,-0.188626413,0.32177786,0.252293361,-0.192508273,-0.063574092,0.230030295,0.007705347,0.008777442,0.008241395
CDK5R2,-0.00087653,0.016601665,-0.063388623,-0.022971067,0.078942083,0.060249675,0.035611056,-0.178812625,0.141054723,0.106306479,-0.010652908,-0.021252753,0.007862568
WNT3A,0.103324272,0.054217839,-0.003392563,0.010243135,0.109097344,0.054538174,-0.234775605,-0.035484711,-0.006970428,0.213991345,0.005126914,-0.080270675,0.007685025
FOXB2,0.122787867,-0.083934272,0.30063335,0.003829058,-0.04512843,0.312846356,0.096397268,-0.141824875,-0.003390942,0.154046238,0.011456301,-0.187919124,0.00764268
PEAR1,-0.000212144,0.008588134,0.035476664,0.021846259,-0.013404694,0.006462147,0.01673332,-0.015018712,0.015684728,0.024733355,-1.65E-05,-0.016200269,0.007525141
PRSS56,0.040319874,-0.00585806,-0.008823906,-0.029556863,-0.017252536,0.025562895,0.064903747,0.018675828,-0.020561656,0.052769694,0.022867717,-0.00365211,0.007511859
ZMYND15,0.017522823,-0.017252086,0.010556852,0.026788241,-0.024149064,-0.015893227,0.012382564,0.029723396,-0.027765685,0.01704139,0.004406698,-0.007113646,0.007481775
SLFN9,-0.012249369,0.012122081,0.008152334,0.009727266,0.006779199,-0.021626438,0.01115235,-0.006340244,0.018143344,0.003159613,0.022798394,-0.004885831,0.007465767
OAF,0.007979579,-0.001715105,-0.001775845,-0.003654988,0.008342991,0.006940033,0.009950036,0.010909684,0.002055998,-0.003706323,0.011271163,0.013885639,0.007459806
ZFP423,-0.005720935,0.012926282,-0.009347596,0.001938738,0.008544554,0.011559706,0.00061987,0.016796924,0.012757589,0.011566063,0.001467815,0.006331138,0.007437846
TFAP2D,0.04977437,-0.026181862,0.1442045,0.053628351,0.111184804,-0.049613823,-0.278182369,-0.069530353,0.158258783,0.010969266,0.003897195,-0.243624745,0.007433231
SYNDIG1L,0.00503139,0.02185211,0.045850354,-0.02316664,0.065817263,0.045127477,0.017630585,0.008127984,-0.022321585,0.006716073,-0.056507682,-0.018316035,0.007422029
KRT77,0.007844939,-0.025655364,0.008727902,-0.006305365,0.019834078,0.006799656,0.005468375,0.017081774,0.001700362,0.028439335,0.023058294,-0.006666306,0.007322298
KIF26A,-0.014818998,0.012668333,0.013895035,0.014888994,0.002736529,0.004295826,0.003033709,0.005376473,0.009526859,-0.009393559,0.009191602,0.0100125,0.007284038
PSG28,0.0106294,0.001242226,0.010428585,0.006190527,0.006906794,0.008927988,0.007530331,0.011964403,0.006336123,0.003241873,0.020940205,0.001063342,0.007218563
HOXD10,0.011962111,0.003964659,0.01136137,-0.018952457,0.003538026,0.020433739,0.02802396,-0.003171262,0.010453649,0.015482279,-0.015647446,-0.006022151,0.007209154
NKX3-2,-0.01276049,0.006590624,0.032412213,0.01538301,-0.040138293,0.060627074,-0.052100586,-0.062088426,0.030398666,0.041066763,0.007807719,-0.013823421,0.007199172
BAHCC1,0.009643486,0.004688881,0.0229661,0.02338608,-0.002559119,0.002053863,0.001284778,0.02828411,0.026050219,-0.006162482,0.033360736,0.000494961,0.007166184
KCNJ5,-0.019067886,-0.015943299,0.051915056,0.012508204,0.119074794,0.040596242,-0.028966657,0.028010804,-0.012787252,0.031492459,-0.102148376,0.001635055,0.00707163
QSOX2,-0.008032293,0.019962305,0.043647557,0.030133859,0.019536224,0.00268939,0.002464485,-0.019886453,-0.028880623,0.028065173,-0.011872147,0.011058317,0.006873854
WNT5A,-0.008143783,0.013559313,-0.024523689,-0.00204934,0.015359637,0.012404413,0.009246742,-0.001124353,0.009730649,-0.015457411,0.008347777,0.005224377,0.006786077
WDFY4,0.011297514,-0.008822398,0.006252826,0.003942088,0.007248728,0.009821308,0.024131982,0.003314365,0.008577394,-0.003040951,0.017038108,-0.027186403,0.006750777
SKAP1,-0.014502378,-0.068891638,0.021537356,0.045628013,-0.000111655,0.055916998,0.020967157,0.013486819,-0.005745189,-0.0114643,-0.030998264,0.044712303,0.006687582
TMPRSS6,0.015191317,-0.031619089,-0.008572633,0.008327081,-0.020495184,0.009051899,0.00763099,0.002251695,0.002465996,0.01341311,0.005616883,0.00978061,0.006623937
HOXC13,0.018327702,0.036616734,0.031083809,0.074212766,-0.19229037,-0.021638613,0.028473858,0.026943431,-0.045863508,-0.014876957,-0.005109364,-0.063953494,0.006609169
IFITM10,-0.024924182,-0.005269407,-0.025128149,-0.036369522,0.026448053,0.006983178,0.015704944,0.00701525,0.006237085,-0.002084618,0.009217752,0.010144637,0.006610132
GAD2,0.046322165,0.001776649,0.011428627,0.028430312,0.094600703,0.089477142,-0.041387134,-0.000542187,-0.013955093,0.104541038,-0.013306648,-0.002619178,0.006602638
GRM8,0.01520582,-0.017777037,0.009842621,0.008036706,-0.018093476,-0.006582742,0.028050414,0.001430416,0.010420589,0.004723325,0.003601506,0.028154973,0.006380016
HCK,0.012227178,0.004409919,-0.025220722,0.014799422,0.008292461,0.032943859,-0.010487212,-0.047649141,-0.01340448,0.020304358,0.008308102,-0.017406616,0.00635119
ASCL2,-0.00885993,0.01622064,0.021568974,0.017171395,-0.012932098,0.003090592,0.010794769,0.004828891,-0.010308476,0.015610688,-0.00501978,0.007743314,0.006286103
SLFN2,0.053880318,-0.074123603,0.011669781,-0.084177055,-0.099884786,0.036671591,0.036424479,0.024073327,-0.021046991,-0.019145405,0.093912966,0.000581496,0.006125639
RASGRF1,-0.039214261,0.009020789,0.033920678,0.044680055,-0.199156085,0.037158705,0.003194154,-0.109879731,-0.03508592,0.082539636,0.087837835,-0.101112599,0.006107472
PCDHGA12,0.003849241,0.005158792,0.006353569,0.010169774,-0.000159502,0.000225653,0.006632238,0.012088846,0.006325852,-0.012785672,0.005798706,0.007011355,0.006062279
IRX3,0.007844232,-0.001401063,0.010590954,-0.004072305,0.01954408,0.030358068,0.036186913,0.004240131,-0.022091321,-0.004429879,0.051416583,-0.003158231,0.006042182
MECOM,0.015444989,-0.035823411,0.060494094,-0.04737865,0.010433832,-0.023818863,-0.041565571,0.003527811,0.008408599,0.011664715,0.0396578,-0.001692766,0.005968205
PLAGL1,0.012461818,0.031760572,0.016701705,0.017682451,-0.009801696,-0.00899334,-0.000673916,-0.002225545,0.023376553,0.026303738,-0.004121457,-0.004730981,0.005893951
TWIST2,0.00755172,-0.025898409,0.022566202,0.026368926,0.004185299,-0.003168047,0.02032264,-0.001862358,0.013267088,0.002196424,0.012935362,-0.020242281,0.00586851
